0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108
Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,UniqueCarrier,AirlineID,Carrier,TailNum,FlightNum,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestState,DestStateFips,DestStateName,DestWac,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,FirstDepTime,TotalAddGTime,LongestAddGTime,DivAirportLandings,DivReachedDest,DivActualElapsedTime,DivArrDelay,DivDistance,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,Div1TotalGTime,Div1LongestGTime,Div1WheelsOff,Div1TailNum,Div2Airport,Div2AirportID,Div2AirportSeqID,Div2WheelsOn,Div2TotalGTime,Div2LongestGTime,Div2WheelsOff,Div2TailNum,Div3Airport,Div3AirportID,Div3AirportSeqID,Div3WheelsOn,Div3TotalGTime,Div3LongestGTime,Div3WheelsOff,Div3TailNum,Div4Airport,Div4AirportID,Div4AirportSeqID,Div4WheelsOn,Div4TotalGTime,Div4LongestGTime,Div4WheelsOff,Div4TailNum,Div5Airport,Div5AirportID,Div5AirportSeqID,Div5WheelsOn,Div5TotalGTime,Div5LongestGTime,Div5WheelsOff,Div5TailNum
2017,1,1,29,7,2017-01-29,WN,19393,WN,N935WN,2060,12191,1219102,31453,HOU,Houston; TX,TX,48,Texas,74,11259,1125903,30194,DAL,Dallas; TX,TX,48,Texas,74,1200,1156,-4,0,0,-1,1200-1259,10,1206,1250,5,1300,1255,-5,0,0,-1,1300-1359,0,,0,60,59,44,1,239,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,21,6,2017-01-21,AA,19805,AA,N751AA,1941,11057,1105703,31057,CLT,Charlotte; NC,NC,37,North Carolina,36,11433,1143302,31295,DTW,Detroit; MI,MI,26,Michigan,43,925,,,,,,0900-0959,,,,,1116,,,,,,1100-1159,1,A,0,111,,,1,500,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,18,3,2017-01-18,DL,19790,DL,N957DL,932,15096,1509602,35096,SYR,Syracuse; NY,NY,36,New York,22,11433,1143302,31295,DTW,Detroit; MI,MI,26,Michigan,43,550,547,-3,0,0,-1,0001-0559,13,600,655,6,744,701,-43,0,0,-2,0700-0759,0,,0,114,74,55,1,374,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,19,4,2017-01-19,OO,20304,OO,N866AS,3123,13930,1393004,30977,ORD,Chicago; IL,IL,17,Illinois,41,12278,1227803,30928,ICT,Wichita; KS,KS,20,Kansas,62,1319,1440,81,81,1,5,1300-1359,16,1456,1629,4,1518,1633,75,75,1,5,1500-1559,0,,0,119,113,93,1,588,3,75,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,16,1,2017-01-16,WN,19393,WN,N440LV,714,12896,1289605,32896,LBB,Lubbock; TX,TX,48,Texas,74,11259,1125903,30194,DAL,Dallas; TX,TX,48,Texas,74,925,924,-1,0,0,-1,0900-0959,7,931,1024,3,1035,1027,-8,0,0,-1,1000-1059,0,,0,70,63,53,1,293,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,29,7,2017-01-29,DL,19790,DL,N308DE,1417,14574,1457403,34574,ROA,Roanoke; VA,VA,51,Virginia,38,10397,1039705,30397,ATL,Atlanta; GA,GA,13,Georgia,34,705,701,-4,0,0,-1,0700-0759,19,720,822,5,847,827,-20,0,0,-2,0800-0859,0,,0,102,86,62,1,357,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,15,7,2017-01-15,NK,20416,NK,N609NK,235,10158,1015804,30158,ACY,Atlantic City; NJ,NJ,34,New Jersey,21,11697,1169704,32467,FLL,Fort Lauderdale; FL,FL,12,Florida,33,1225,1216,-9,0,0,-1,1200-1259,10,1226,1440,8,1512,1448,-24,0,0,-2,1500-1559,0,,0,167,152,134,1,977,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,23,1,2017-01-23,WN,19393,WN,N232WN,1571,13796,1379604,32457,OAK,Oakland; CA,CA,6,California,91,10800,1080003,32575,BUR,Burbank; CA,CA,6,California,91,630,625,-5,0,0,-1,0600-0659,9,634,724,4,740,728,-12,0,0,-1,0700-0759,0,,0,70,63,50,1,325,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,23,1,2017-01-23,OO,20304,OO,N154SY,5820,11267,1126702,31267,DAY,Dayton; OH,OH,39,Ohio,44,13930,1393004,30977,ORD,Chicago; IL,IL,17,Illinois,41,1326,1322,-4,0,0,-1,1300-1359,10,1332,1314,38,1344,1352,8,8,0,0,1300-1359,0,,0,78,90,42,1,240,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,25,3,2017-01-25,UA,19977,UA,N485UA,748,11298,1129804,30194,DFW,Dallas/Fort Worth; TX,TX,48,Texas,74,11292,1129202,30325,DEN,Denver; CO,CO,8,Colorado,82,1646,1643,-3,0,0,-1,1600-1659,18,1701,1732,10,1757,1742,-15,0,0,-1,1700-1759,0,,0,131,119,91,1,641,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,10,2,2017-01-10,OO,20304,OO,N433SW,4763,14869,1486903,34614,SLC,Salt Lake City; UT,UT,49,Utah,87,14262,1426204,34262,PSP,Palm Springs; CA,CA,6,California,91,2135,2133,-2,0,0,-1,2100-2159,17,2150,2217,4,2227,2221,-6,0,0,-1,2200-2259,0,,0,112,108,87,1,541,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,2,1,2017-01-02,WN,19393,WN,N621SW,5647,14771,1477102,32457,SFO,San Francisco; CA,CA,6,California,91,12889,1288903,32211,LAS,Las Vegas; NV,NV,32,Nevada,85,640,638,-2,0,0,-1,0600-0659,9,647,753,3,810,756,-14,0,0,-1,0800-0859,0,,0,90,78,66,1,414,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,10,2,2017-01-10,F9,20436,F9,N228FR,1309,13930,1393004,30977,ORD,Chicago; IL,IL,17,Illinois,41,14107,1410702,30466,PHX,Phoenix; AZ,AZ,4,Arizona,81,1600,1854,174,174,1,11,1600-1659,27,1921,2155,5,1855,2200,185,185,1,12,1800-1859,0,,0,235,246,214,1,1440,6,6,0,24,0,155,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,3,2,2017-01-03,AA,19805,AA,N558AA,1739,11057,1105703,31057,CLT,Charlotte; NC,NC,37,North Carolina,36,14492,1449202,34492,RDU,Raleigh/Durham; NC,NC,37,North Carolina,36,1949,1949,0,0,0,0,1900-1959,13,2002,2036,3,2038,2039,1,1,0,0,2000-2059,0,,0,49,50,34,1,130,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,9,1,2017-01-09,OO,20304,OO,N181SY,3400,14831,1483104,32457,SJC,San Jose; CA,CA,6,California,91,14908,1490803,32575,SNA,Santa Ana; CA,CA,6,California,91,650,646,-4,0,0,-1,0600-0659,16,702,804,7,809,811,2,2,0,0,0800-0859,0,,0,79,85,62,1,342,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,11,3,2017-01-11,VX,21171,VX,N529VA,883,11259,1125903,30194,DAL,Dallas; TX,TX,48,Texas,74,12892,1289204,32575,LAX,Los Angeles; CA,CA,6,California,91,1450,1446,-4,0,0,-1,1400-1459,11,1457,1609,13,1610,1622,12,12,0,0,1600-1659,0,,0,200,216,192,1,1246,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,2,1,2017-01-02,AA,19805,AA,N204AA,698,14107,1410702,30466,PHX,Phoenix; AZ,AZ,4,Arizona,81,12173,1217302,32134,HNL,Honolulu; HI,HI,15,Hawaii,2,1815,1810,-5,0,0,-1,1800-1859,,,,,2204,,,,,,2200-2259,1,A,0,409,,,1,2917,11,,,,,,1810,25,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,31,2,2017-01-31,OO,20304,OO,N145SY,5221,11109,1110902,30189,COS,Colorado Springs; CO,CO,8,Colorado,82,11292,1129202,30325,DEN,Denver; CO,CO,8,Colorado,82,930,924,-6,0,0,-1,0900-0959,31,955,1019,9,1030,1028,-2,0,0,-1,1000-1059,0,,0,60,64,24,1,73,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,27,5,2017-01-27,UA,19977,UA,N69835,243,11292,1129202,30325,DEN,Denver; CO,CO,8,Colorado,82,13930,1393004,30977,ORD,Chicago; IL,IL,17,Illinois,41,1955,1950,-5,0,0,-1,1900-1959,13,2003,2257,5,2321,2302,-19,0,0,-2,2300-2359,0,,0,146,132,114,1,888,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,20,5,2017-01-20,WN,19393,WN,N8614M,570,13232,1323202,30977,MDW,Chicago; IL,IL,17,Illinois,41,11259,1125903,30194,DAL,Dallas; TX,TX,48,Texas,74,1420,1414,-6,0,0,-1,1400-1459,11,1425,1627,5,1640,1632,-8,0,0,-1,1600-1659,0,,0,140,138,122,1,793,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,8,7,2017-01-08,WN,19393,WN,N215WN,2882,11292,1129202,30325,DEN,Denver; CO,CO,8,Colorado,82,13342,1334205,33342,MKE,Milwaukee; WI,WI,55,Wisconsin,45,1720,1754,34,34,1,2,1700-1759,17,1811,2104,6,2035,2110,35,35,1,2,2000-2059,0,,0,135,136,113,1,896,4,34,0,1,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,17,2,2017-01-17,EV,20366,EV,N13975,3944,13485,1348502,33485,MSN,Madison; WI,WI,55,Wisconsin,45,13930,1393004,30977,ORD,Chicago; IL,IL,17,Illinois,41,1030,1025,-5,0,0,-1,1000-1059,9,1034,1109,11,1126,1120,-6,0,0,-1,1100-1159,0,,0,56,55,35,1,108,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,8,7,2017-01-08,B6,20409,B6,N337JB,1011,10721,1072102,30721,BOS,Boston; MA,MA,25,Massachusetts,13,13930,1393004,30977,ORD,Chicago; IL,IL,17,Illinois,41,1621,1649,28,28,1,1,1600-1659,14,1703,1815,9,1821,1824,3,3,0,0,1800-1859,0,,0,180,155,132,1,867,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,3,2,2017-01-03,EV,20366,EV,N624AE,2842,11298,1129804,30194,DFW,Dallas/Fort Worth; TX,TX,48,Texas,74,14674,1467402,34674,SAF,Santa Fe; NM,NM,35,New Mexico,86,1135,1125,-10,0,0,-1,1100-1159,25,1150,1225,6,1223,1231,8,8,0,0,1200-1259,0,,0,108,126,95,1,551,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,2,1,2017-01-02,WN,19393,WN,N741SA,1844,12953,1295302,31703,LGA,New York; NY,NY,36,New York,22,15016,1501603,31123,STL,St. Louis; MO,MO,29,Missouri,64,1415,1720,185,185,1,12,1400-1459,13,1733,1902,8,1605,1910,185,185,1,12,1600-1659,0,,0,170,170,149,1,888,4,0,0,0,0,185,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,20,5,2017-01-20,WN,19393,WN,N789SW,546,11259,1125903,30194,DAL,Dallas; TX,TX,48,Texas,74,12892,1289204,32575,LAX,Los Angeles; CA,CA,6,California,91,625,621,-4,0,0,-1,0600-0659,9,630,735,9,750,744,-6,0,0,-1,0700-0759,0,,0,205,203,185,1,1246,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,24,2,2017-01-24,AA,19805,AA,N3ELAA,316,13303,1330303,32467,MIA,Miami; FL,FL,12,Florida,33,14843,1484304,34819,SJU,San Juan; PR,PR,72,Puerto Rico,3,2151,2154,3,3,0,0,2100-2159,19,2213,115,5,125,120,-5,0,0,-1,0001-0559,0,,0,154,146,122,1,1045,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,12,4,2017-01-12,EV,20366,EV,N923EV,5398,11617,1161706,31617,EWN,New Bern/Morehead/Beaufort; NC,NC,37,North Carolina,36,10397,1039705,30397,ATL,Atlanta; GA,GA,13,Georgia,34,1442,1438,-4,0,0,-1,1400-1459,10,1448,1559,8,1632,1607,-25,0,0,-2,1600-1659,0,,0,110,89,71,1,433,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,30,1,2017-01-30,VX,21171,VX,N524VA,872,12892,1289204,32575,LAX,Los Angeles; CA,CA,6,California,91,11259,1125903,30194,DAL,Dallas; TX,TX,48,Texas,74,830,827,-3,0,0,-1,0800-0859,16,843,1324,5,1325,1329,4,4,0,0,1300-1359,0,,0,175,182,161,1,1246,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,18,3,2017-01-18,WN,19393,WN,N294WN,4413,11042,1104203,30647,CLE,Cleveland; OH,OH,39,Ohio,44,10821,1082104,30852,BWI,Baltimore; MD,MD,24,Maryland,35,1110,1109,-1,0,0,-1,1100-1159,7,1116,1209,4,1225,1213,-12,0,0,-1,1200-1259,0,,0,75,64,53,1,314,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,25,3,2017-01-25,NK,20416,NK,N524NK,202,10821,1082104,30852,BWI,Baltimore; MD,MD,24,Maryland,35,10721,1072102,30721,BOS,Boston; MA,MA,25,Massachusetts,13,1753,1946,113,113,1,7,1700-1759,11,1957,2101,6,1928,2107,99,99,1,6,1900-1959,0,,0,95,81,64,1,369,2,0,0,0,0,99,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,23,1,2017-01-23,EV,20366,EV,N11107,3891,12266,1226603,31453,IAH,Houston; TX,TX,48,Texas,74,13158,1315802,33158,MAF,Midland/Odessa; TX,TX,48,Texas,74,1444,1458,14,14,0,0,1400-1459,12,1510,1617,6,1620,1623,3,3,0,0,1600-1659,0,,0,96,85,67,1,429,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,26,4,2017-01-26,AA,19805,AA,N898AA,2450,12892,1289204,32575,LAX,Los Angeles; CA,CA,6,California,91,11298,1129804,30194,DFW,Dallas/Fort Worth; TX,TX,48,Texas,74,800,753,-7,0,0,-1,0800-0859,17,810,1222,6,1312,1228,-44,0,0,-2,1300-1359,0,,0,192,155,132,1,1235,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,26,4,2017-01-26,B6,20409,B6,N273JB,2807,14321,1432103,34321,PWM,Portland; ME,ME,23,Maine,12,12478,1247803,31703,JFK,New York; NY,NY,36,New York,22,534,524,-10,0,0,-1,0001-0559,11,535,632,18,700,650,-10,0,0,-1,0700-0759,0,,0,86,86,57,1,273,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,2,1,2017-01-02,WN,19393,WN,N732SW,4318,14893,1489302,33192,SMF,Sacramento; CA,CA,6,California,91,14107,1410702,30466,PHX,Phoenix; AZ,AZ,4,Arizona,81,1815,1838,23,23,1,1,1800-1859,8,1846,2102,5,2100,2107,7,7,0,0,2100-2159,0,,0,105,89,76,1,647,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,19,4,2017-01-19,WN,19393,WN,N7708E,4749,15304,1530402,33195,TPA,Tampa; FL,FL,12,Florida,33,14307,1430702,30721,PVD,Providence; RI,RI,44,Rhode Island,15,2020,2013,-7,0,0,-1,2000-2059,8,2021,2247,4,2300,2251,-9,0,0,-1,2300-2359,0,,0,160,158,146,1,1136,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,30,1,2017-01-30,UA,19977,UA,N441UA,996,11603,1160302,31603,EUG,Eugene; OR,OR,41,Oregon,92,14771,1477102,32457,SFO,San Francisco; CA,CA,6,California,91,600,552,-8,0,0,-1,0600-0659,24,616,723,5,739,728,-11,0,0,-1,0700-0759,0,,0,99,96,67,1,451,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,15,7,2017-01-15,AS,19930,AS,N462AS,445,12892,1289204,32575,LAX,Los Angeles; CA,CA,6,California,91,14747,1474703,30559,SEA,Seattle; WA,WA,53,Washington,93,700,652,-8,0,0,-1,0700-0759,11,703,927,8,945,935,-10,0,0,-1,0900-0959,0,,0,165,163,144,1,954,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,8,7,2017-01-08,AA,19805,AA,N3ASAA,279,12478,1247803,31703,JFK,New York; NY,NY,36,New York,22,13204,1320402,31454,MCO,Orlando; FL,FL,12,Florida,33,1459,1457,-2,0,0,-1,1400-1459,53,1550,1810,9,1804,1819,15,15,1,1,1800-1859,0,,0,185,202,140,1,944,4,0,0,15,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,16,1,2017-01-16,OO,20304,OO,N8923A,7364,11433,1143302,31295,DTW,Detroit; MI,MI,26,Michigan,43,10577,1057703,30577,BGM,Binghamton; NY,NY,36,New York,22,1536,1631,55,55,1,3,1500-1559,27,1658,1747,4,1715,1751,36,36,1,2,1700-1759,0,,0,99,80,49,1,378,2,0,0,0,0,36,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,30,1,2017-01-30,VX,21171,VX,N525VA,777,11259,1125903,30194,DAL,Dallas; TX,TX,48,Texas,74,12889,1288903,32211,LAS,Las Vegas; NV,NV,32,Nevada,85,1925,1917,-8,0,0,-1,1900-1959,13,1930,1958,7,2020,2005,-15,0,0,-1,2000-2059,0,,0,175,168,148,1,1067,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,11,3,2017-01-11,WN,19393,WN,N285WN,1511,14492,1449202,34492,RDU,Raleigh/Durham; NC,NC,37,North Carolina,36,10821,1082104,30852,BWI,Baltimore; MD,MD,24,Maryland,35,1030,1026,-4,0,0,-1,1000-1059,9,1035,1118,8,1130,1126,-4,0,0,-1,1100-1159,0,,0,60,60,43,1,255,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,4,3,2017-01-04,UA,19977,UA,N776UA,383,12173,1217302,32134,HNL,Honolulu; HI,HI,15,Hawaii,2,11292,1129202,30325,DEN,Denver; CO,CO,8,Colorado,82,2050,2050,0,0,0,0,2000-2059,20,2110,533,9,625,542,-43,0,0,-2,0600-0659,0,,0,395,352,323,1,3365,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,5,4,2017-01-05,UA,19977,UA,N38403,1250,12266,1226603,31453,IAH,Houston; TX,TX,48,Texas,74,13244,1324402,33244,MEM,Memphis; TN,TN,47,Tennessee,54,1235,1226,-9,0,0,-1,1200-1259,13,1239,1342,9,1410,1351,-19,0,0,-2,1400-1459,0,,0,95,85,63,1,468,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,19,4,2017-01-19,OO,20304,OO,N885AS,4759,14633,1463303,32547,RST,Rochester; MN,MN,27,Minnesota,63,13487,1348702,31650,MSP,Minneapolis; MN,MN,27,Minnesota,63,1241,1344,63,63,1,4,1200-1259,12,1356,1422,4,1343,1426,43,43,1,2,1300-1359,0,,0,62,42,26,1,76,1,0,0,0,0,43,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,3,2,2017-01-03,EV,20366,EV,N19554,4300,13930,1393004,30977,ORD,Chicago; IL,IL,17,Illinois,41,11637,1163703,31637,FAR,Fargo; ND,ND,38,North Dakota,66,1915,1919,4,4,0,0,1900-1959,17,1936,2110,8,2120,2118,-2,0,0,-1,2100-2159,0,,0,125,119,94,1,557,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,8,7,2017-01-08,WN,19393,WN,N209WN,3435,10721,1072102,30721,BOS,Boston; MA,MA,25,Massachusetts,13,13232,1323202,30977,MDW,Chicago; IL,IL,17,Illinois,41,1125,1145,20,20,1,1,1100-1159,22,1207,1317,4,1315,1321,6,6,0,0,1300-1359,0,,0,170,156,130,1,861,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,15,7,2017-01-15,NK,20416,NK,N621NK,183,12898,1289804,32898,LBE,Latrobe; PA,PA,42,Pennsylvania,23,14635,1463502,31714,RSW,Fort Myers; FL,FL,12,Florida,33,1331,1320,-11,0,0,-1,1300-1359,10,1330,1546,5,1614,1551,-23,0,0,-2,1600-1659,0,,0,163,151,136,1,956,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,17,2,2017-01-17,WN,19393,WN,N214WN,126,14107,1410702,30466,PHX,Phoenix; AZ,AZ,4,Arizona,81,14908,1490803,32575,SNA,Santa Ana; CA,CA,6,California,91,1335,1330,-5,0,0,-1,1300-1359,18,1348,1336,11,1350,1347,-3,0,0,-1,1300-1359,0,,0,75,77,48,1,338,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,27,5,2017-01-27,AA,19805,AA,N439AA,2409,11298,1129804,30194,DFW,Dallas/Fort Worth; TX,TX,48,Texas,74,12278,1227803,30928,ICT,Wichita; KS,KS,20,Kansas,62,1840,1834,-6,0,0,-1,1800-1859,14,1848,1942,6,1957,1948,-9,0,0,-1,1900-1959,0,,0,77,74,54,1,328,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,24,2,2017-01-24,EV,20366,EV,N858AS,5206,10397,1039705,30397,ATL,Atlanta; GA,GA,13,Georgia,34,13277,1327702,33277,MGM,Montgomery; AL,AL,1,Alabama,51,1712,1709,-3,0,0,-1,1700-1759,14,1723,1653,4,1712,1657,-15,0,0,-1,1700-1759,0,,0,60,48,30,1,147,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,19,4,2017-01-19,AA,19805,AA,N7LDAA,68,12892,1289204,32575,LAX,Los Angeles; CA,CA,6,California,91,13303,1330303,32467,MIA,Miami; FL,FL,12,Florida,33,900,856,-4,0,0,-1,0900-0959,38,934,1637,8,1657,1645,-12,0,0,-1,1600-1659,0,,0,297,289,243,1,2342,10,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,30,1,2017-01-30,NK,20416,NK,N618NK,292,12889,1288903,32211,LAS,Las Vegas; NV,NV,32,Nevada,85,12266,1226603,31453,IAH,Houston; TX,TX,48,Texas,74,1749,1759,10,10,0,0,1700-1759,13,1812,2244,6,2240,2250,10,10,0,0,2200-2259,0,,0,171,171,152,1,1222,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,30,1,2017-01-30,UA,19977,UA,N75426,651,13930,1393004,30977,ORD,Chicago; IL,IL,17,Illinois,41,14679,1467903,33570,SAN,San Diego; CA,CA,6,California,91,1940,1954,14,14,0,0,1900-1959,18,2012,2159,3,2205,2202,-3,0,0,-1,2200-2259,0,,0,265,248,227,1,1723,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,1,1,23,1,2017-01-23,DL,19790,DL,N957AT,2415,10397,1039705,30397,ATL,Atlanta; GA,GA,13,Georgia,34,11618,1161802,31703,EWR,Newark; NJ,NJ,34,New Jersey,21,2220,2219,-1,0,0,-1,2200-2259,21,2240,25,10,30,35,5,5,0,0,0001-0559,0,,0,130,136,105,1,746,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
